code,code_name
134,OTHER UPPER RESPIRATORY DISEASE
101,CORONARY ATHEROSCLEROSIS AND OTHER HEART DISEASE
63,DISEASES OF WHITE BLOOD CELLS
244,OTHER INJURIES AND CONDITIONS DUE TO EXTERNAL CAUSES
114,PERIPHERAL AND VISCERAL ATHEROSCLEROSIS
122,PNEUMONIA (EXCEPT THAT CAUSED BY TUBERCULOSIS OR SEXUALLY TRANSMITTED DISEASE)
159,URINARY TRACT INFECTIONS
130,PLEURISY; PNEUMOTHORAX; PULMONARY COLLAPSE
2,SEPTICEMIA (EXCEPT IN LABOR)
205,SPONDYLOSIS; INTERVERTEBRAL DISC DISORDERS; OTHER BACK PROBLEMS
95,OTHER NERVOUS SYSTEM DISORDERS
650,ADJUSTMENT DISORDERS
124,ACUTE AND CHRONIC TONSILLITIS
250,NAUSEA AND VOMITING
133,OTHER LOWER RESPIRATORY DISEASE
246,FEVER OF UNKNOWN ORIGIN
203,OSTEOARTHRITIS
2616,E CODES: ADVERSE EFFECTS OF MEDICAL CARE
42,SECONDARY MALIGNANCIES
14,CANCER OF COLON
153,GASTROINTESTINAL HEMORRHAGE
163,GENITOURINARY SYMPTOMS AND ILL-DEFINED CONDITIONS
58,OTHER NUTRITIONAL; ENDOCRINE; AND METABOLIC DISORDERS
43,MALIGNANT NEOPLASM WITHOUT SPECIFICATION OF SITE
251,ABDOMINAL PAIN
41,CANCER; OTHER AND UNSPECIFIED PRIMARY
145,INTESTINAL OBSTRUCTION WITHOUT HERNIA
19,CANCER OF BRONCHUS; LUNG
99,HYPERTENSION WITH COMPLICATIONS AND SECONDARY HYPERTENSION
108,CONGESTIVE HEART FAILURE; NONHYPERTENSIVE
158,CHRONIC KIDNEY DISEASE
50,DIABETES MELLITUS WITH COMPLICATIONS
161,OTHER DISEASES OF KIDNEY AND URETERS
118,PHLEBITIS; THROMBOPHLEBITIS AND THROMBOEMBOLISM
54,GOUT AND OTHER CRYSTAL ARTHROPATHIES
140,GASTRITIS AND DUODENITIS
60,ACUTE POSTHEMORRHAGIC ANEMIA
156,NEPHRITIS; NEPHROSIS; RENAL SCLEROSIS
2617,E CODES: ADVERSE EFFECTS OF MEDICAL DRUGS
139,GASTRODUODENAL ULCER (EXCEPT HEMORRHAGE)
146,DIVERTICULOSIS AND DIVERTICULITIS
102,NONSPECIFIC CHEST PAIN
258,OTHER SCREENING FOR SUSPECTED CONDITIONS (NOT MENTAL DISORDERS OR INFECTIOUS DISEASE)
104,OTHER AND ILL-DEFINED HEART DISEASE
144,REGIONAL ENTERITIS AND ULCERATIVE COLITIS
4,MYCOSES
212,OTHER BONE DISEASE AND MUSCULOSKELETAL DEFORMITIES
35,CANCER OF BRAIN AND NERVOUS SYSTEM
209,OTHER ACQUIRED DEFORMITIES
83,EPILEPSY; CONVULSIONS
198,OTHER INFLAMMATORY CONDITION OF SKIN
78,OTHER CNS INFECTION AND POLIOMYELITIS
80,MULTIPLE SCLEROSIS
3,BACTERIAL INFECTION; UNSPECIFIED SITE
148,PERITONITIS AND INTESTINAL ABSCESS
172,OVARIAN CYST
32,CANCER OF BLADDER
46,BENIGN NEOPLASM OF UTERUS
103,PULMONARY HEART DISEASE
121,OTHER DISEASES OF VEINS AND LYMPHATICS
48,THYROID DISORDERS
167,NONMALIGNANT BREAST CONDITIONS
661,SUBSTANCE-RELATED DISORDERS
191,POLYHYDRAMNIOS AND OTHER PROBLEMS OF AMNIOTIC CAVITY
105,CONDUCTION DISORDERS
253,ALLERGIC REACTIONS
170,PROLAPSE OF FEMALE GENITAL ORGANS
128,ASTHMA
26,CANCER OF CERVIX
652,ATTENTION-DEFICIT
81,OTHER HEREDITARY AND DEGENERATIVE NERVOUS SYSTEM CONDITIONS
237,COMPLICATION OF DEVICE; IMPLANT OR GRAFT
231,OTHER FRACTURES
235,OPEN WOUNDS OF HEAD; NECK; AND TRUNK
47,OTHER AND UNSPECIFIED BENIGN NEOPLASM
109,ACUTE CEREBROVASCULAR DISEASE
123,INFLUENZA
91,OTHER EYE DISORDERS
249,SHOCK
107,CARDIAC ARREST AND VENTRICULAR FIBRILLATION
126,OTHER UPPER RESPIRATORY INFECTIONS
88,GLAUCOMA
92,OTITIS MEDIA AND RELATED CONDITIONS
256,MEDICAL EXAMINATION/EVALUATION
13,CANCER OF STOMACH
162,OTHER DISEASES OF BLADDER AND URETHRA
662,SUICIDE AND INTENTIONAL SELF-INFLICTED INJURY
201,INFECTIVE ARTHRITIS AND OSTEOMYELITIS (EXCEPT THAT CAUSED BY TUBERCULOSIS OR SEXUALLY TRANSMITTED DISEASE)
199,CHRONIC ULCER OF SKIN
204,OTHER NON-TRAUMATIC JOINT DISORDERS
248,GANGRENE
232,SPRAINS AND STRAINS
94,OTHER EAR AND SENSE ORGAN DISORDERS
23,OTHER NON-EPITHELIAL CANCER OF SKIN
135,INTESTINAL INFECTION
90,INFLAMMATION; INFECTION OF EYE (EXCEPT THAT CAUSED BY TUBERCULOSIS OR SEXUALLY TRANSMITTEDDISEASE)
87,RETINAL DETACHMENTS; DEFECTS; VASCULAR OCCLUSION; AND RETINOPATHY
213,CARDIAC AND CIRCULATORY CONGENITAL ANOMALIES
149,BILIARY TRACT DISEASE
24,CANCER OF BREAST
119,VARICOSE VEINS OF LOWER EXTREMITY
111,OTHER AND ILL-DEFINED CEREBROVASCULAR DISEASE
190,FETAL DISTRESS AND ABNORMAL FORCES OF LABOR
208,ACQUIRED FOOT DEFORMITIES
210,SYSTEMIC LUPUS ERYTHEMATOSUS AND CONNECTIVE TISSUE DISORDERS
86,CATARACT
207,PATHOLOGICAL FRACTURE
164,HYPERPLASIA OF PROSTATE
22,MELANOMAS OF SKIN
110,OCCLUSION OR STENOSIS OF PRECEREBRAL ARTERIES
97,PERI-; ENDO-; AND MYOCARDITIS; CARDIOMYOPATHY (EXCEPT THAT CAUSED BY TUBERCULOSIS OR SEXUALLY TRANSMITTED DISEASE)
202,RHEUMATOID ARTHRITIS AND RELATED DISEASE
234,CRUSHING INJURY OR INTERNAL INJURY
2611,E CODES: NATURAL/ENVIRONMENT
670,MISCELLANEOUS MENTAL HEALTH DISORDERS
185,PROLONGED PREGNANCY
36,CANCER OF THYROID
182,HEMORRHAGE DURING PREGNANCY; ABRUPTIO PLACENTA; PLACENTA PREVIA
200,OTHER SKIN DISORDERS
229,FRACTURE OF UPPER LIMB
152,PANCREATIC DISORDERS (NOT DIABETES)
8,OTHER INFECTIONS; INCLUDING PARASITIC
189,PREVIOUS C-SECTION
176,CONTRACEPTIVE AND PROCREATIVE MANAGEMENT
187,MALPOSITION; MALPRESENTATION
51,OTHER ENDOCRINE DISORDERS
255,ADMINISTRATIVE/SOCIAL ADMISSION
233,INTRACRANIAL INJURY
659,SCHIZOPHRENIA AND OTHER PSYCHOTIC DISORDERS
171,MENSTRUAL DISORDERS
45,MAINTENANCE CHEMOTHERAPY; RADIOTHERAPY
37,HODGKIN`S DISEASE
38,NON-HODGKIN`S LYMPHOMA
154,NONINFECTIOUS GASTROENTERITIS
247,LYMPHADENITIS
57,IMMUNITY DISORDERS
12,CANCER OF ESOPHAGUS
230,FRACTURE OF LOWER LIMB
113,LATE EFFECTS OF CEREBROVASCULAR DISEASE
93,CONDITIONS ASSOCIATED WITH DIZZINESS OR VERTIGO
82,PARALYSIS
44,NEOPLASMS OF UNSPECIFIED NATURE OR UNCERTAIN BEHAVIOR
147,ANAL AND RECTAL CONDITIONS
61,SICKLE CELL ANEMIA
15,CANCER OF RECTUM AND ANUS
40,MULTIPLE MYELOMA
215,GENITOURINARY CONGENITAL ANOMALIES
252,MALAISE AND FATIGUE
85,COMA; STUPOR; AND BRAIN DAMAGE
655,DISORDERS USUALLY DIAGNOSED IN INFANCY
214,DIGESTIVE CONGENITAL ANOMALIES
18,CANCER OF OTHER GI ORGANS; PERITONEUM
183,HYPERTENSION COMPLICATING PREGNANCY; CHILDBIRTH AND THE PUERPERIUM
654,DEVELOPMENTAL DISORDERS
180,ECTOPIC PREGNANCY
64,OTHER HEMATOLOGIC CONDITIONS
129,ASPIRATION PNEUMONITIS; FOOD/VOMITUS
177,SPONTANEOUS ABORTION
175,OTHER FEMALE GENITAL DISORDERS
120,HEMORRHOIDS
169,ENDOMETRIOSIS
27,CANCER OF OVARY
168,INFLAMMATORY DISEASES OF FEMALE PELVIC ORGANS
227,SPINAL CORD INJURY
186,DIABETES OR ABNORMAL GLUCOSE TOLERANCE COMPLICATING PREGNANCY; CHILDBIRTH; OR THE PUERPERIUM
192,UMBILICAL CORD COMPLICATION
16,CANCER OF LIVER AND INTRAHEPATIC BILE DUCT
17,CANCER OF PANCREAS
7,VIRAL INFECTION
242,POISONING BY OTHER MEDICATIONS AND DRUGS
76,MENINGITIS (EXCEPT THAT CAUSED BY TUBERCULOSIS OR SEXUALLY TRANSMITTED DISEASE)
115,AORTIC; PERIPHERAL; AND VISCERAL ARTERY ANEURYSMS
2619,E CODES: OTHER SPECIFIED; NEC
166,OTHER MALE GENITAL DISORDERS
243,POISONING BY NONMEDICINAL SUBSTANCES
225,JOINT DISORDERS AND DISLOCATIONS; TRAUMA-RELATED
2607,E CODES: MOTOR VEHICLE TRAFFIC (MVT)
241,POISONING BY PSYCHOTROPIC AGENTS
2613,E CODES: POISONING
236,OPEN WOUNDS OF EXTREMITIES
2606,E CODES: MACHINERY
39,LEUKEMIAS
112,TRANSIENT CEREBRAL ISCHEMIA
184,EARLY OR THREATENED LABOR
658,PERSONALITY DISORDERS
2610,E CODES: TRANSPORT; NOT MVT
9,SEXUALLY TRANSMITTED INFECTIONS (NOT HIV OR HEPATITIS)
2614,E CODES: STRUCK BY; AGAINST
132,LUNG DISEASE DUE TO EXTERNAL AGENTS
188,FETOPELVIC DISPROPORTION; OBSTRUCTION
116,AORTIC AND PERIPHERAL ARTERIAL EMBOLISM OR THROMBOSIS
165,INFLAMMATORY CONDITIONS OF MALE GENITAL ORGANS
2608,E CODES: PEDAL CYCLIST; NOT MVT
30,CANCER OF TESTIS
125,ACUTE BRONCHITIS
173,MENOPAUSAL DISORDERS
217,OTHER CONGENITAL ANOMALIES
254,REHABILITATION CARE; FITTING OF PROSTHESES; AND ADJUSTMENT OF DEVICES
142,APPENDICITIS AND OTHER APPENDICEAL CONDITIONS
2618,E CODES: OTHER SPECIFIED AND CLASSIFIABLE
11,CANCER OF HEAD AND NECK
216,NERVOUS SYSTEM CONGENITAL ANOMALIES
2615,E CODES: SUFFOCATION
2605,E CODES: FIREARM
2601,E CODES: CUT/PIERCEB
656,IMPULSE CONTROL DISORDERS
31,CANCER OF OTHER MALE GENITAL ORGANS
25,CANCER OF UTERUS
20,CANCER; OTHER RESPIRATORY AND INTRATHORACIC
178,INDUCED ABORTION
28,CANCER OF OTHER FEMALE GENITAL ORGANS
2602,E CODES: DROWNING/SUBMERSION
2612,E CODES: OVEREXERTION
174,FEMALE INFERTILITY
77,ENCEPHALITIS (EXCEPT THAT CAUSED BY TUBERCULOSIS OR SEXUALLY TRANSMITTED DISEASE)
179,POSTABORTION COMPLICATIONS
21,CANCER OF BONE AND CONNECTIVE TISSUE
240,BURNS
2604,E CODES: FIRE/BURN
56,CYSTIC FIBROSIS
2609,E CODES: PEDESTRIAN; NOT MVT
34,CANCER OF OTHER URINARY ORGANS
224,OTHER PERINATAL CONDITIONS
194,FORCEPS DELIVERY
223,BIRTH TRAUMA
220,INTRAUTERINE HYPOXIA AND BIRTH ASPHYXIA
219,SHORT GESTATION; LOW BIRTH WEIGHT; AND FETAL GROWTH RETARDATION
